ecl_lon,ecl_lat
80.88412044,8.720189029
304.9687046010852,42.973819638388214
311.1848446580721,39.17546927973404
311.6723710022707,40.82930274507474
311.3976205199752,44.623005414469326
350.22458860078893,55.47011064458547
4.313669812851659,59.36981797417989
12.792283478523295,50.39708474882042
5.225086526115801,51.408511706340896
16.79133083780056,55.43622064432046
6.685856768548804,56.60155385434335
9.575899099306797,58.939600503707716
9.92718924,59.009721450049476
13.117268469045309,58.390375302281704
12.652303131880323,58.73037656927721
13.38348293296822,58.512849
10.520331284476887,58.856167568347814
15.332948982338445,57.22597891979679
16.717955492403618,57.22997785
17.80033490251152,57.15153741303459
20.122001666131574,56.89040056284899
14.565114607657735,58.61053739185402
15.833463871983804,58.454048785766794
16.375739115785752,58.68526534555103
15.152563053927151,59.04553781021655
14.762771654633866,59.36061687854824
21.70285939803594,57.993473049480116
22.31469732531349,58.28648924
21.94572088950828,59.14246040847537
21.37999523017323,55.52538131942578
21.16997258815253,55.59506537815934
26.25827418796925,55.09406082736421
26.24432247290915,55.27963339535965
27.823590289553064,55.287649485123644
26.87595349314856,56.09935297583842
29.27081214925016,55.92487763384866
27.581366315253486,53.60842881169734
29.007813147053604,53.651008237502346
29.26773714186236,54.29849504
29.873552489987873,54.13424735
32.604451938689074,53.77203027
34.29915204,54.239546772184106
34.59538931765101,53.94063746116148
31.58557967253368,54.49869465541921
30.28687227053314,55.25876993
30.22941916263387,55.32280241613848
29.816892329412827,55.69739144554821
30.027357835157503,55.67278997357743
35.28434498858483,54.76083593898661
36.53433021056214,54.50877891
34.191626348678795,55.242520785337454
35.87740765425582,54.98814471892826
22.53373576404127,57.08307837435432
25.149142740968752,57.4691708
26.72408952493547,56.30795506236971
28.34991770183725,56.34733597973635
27.891522741778754,56.931564348294714
28.95564088586686,56.992029630646456
28.612392019925572,57.12519571002146
23.838379874570172,58.895447090392935
25.275718395898327,58.82366454149157
25.27129393835456,58.84301493797938
25.19464604047859,58.86581973239084
25.276621797938727,58.86363755557194
25.32194127584407,58.842124792847024
26.672789439787003,58.40293658174942
26.91465913861105,57.55154495033136
27.285783418722005,57.81805111663165
28.35258262198666,57.73522744920799
30.77129424892398,57.98710213105144
31.798865193994132,57.96159771758831
30.815839380583267,56.527216294271234
32.66371587349462,56.34767211070672
32.657094870344245,56.57120001234853
35.10986423790142,55.51514016200902
35.58954457447182,55.69592981
38.68901618772604,56.19418989215705
303.0110789909696,43.25737582966335
306.3448597816758,44.94773408453205
307.73335412296984,47.31362386027352
312.3204057988995,49.11389255696783
312.8819499518661,49.409993237938174
312.24952408782747,49.92575324
74.39225213973668,19.127591733368188
310.92906046520307,50.487683611205185
74.20431173177133,19.276564341584667
315.26266425277345,51.82145671506686
317.59215187281404,52.53197316276046
317.6216928846684,52.58918035436305
321.26024841315063,52.96154865988074
322.15583368009936,54.15995865269112
324.5851734,55.09216057138972
317.7544010536292,55.20650567721574
322.65194448883165,54.689881219021814
322.84854530644304,56.248480294911204
329.39877480228864,54.723523957132976
328.61947726134787,56.51557736572971
329.67561352207457,56.61232874185612
331.3957020628582,56.284869564421605
326.7070941985457,56.332319852940856
328.0536719179086,56.707737682847565
86.24798756651786,23.38935819030397
340.79958226633096,56.58200557623772
341.40994524498274,59.38123892238887
344.09521654464584,59.28514881236978
0.3459865356796493,59.39250011872516
1.9439570184491708,59.52869099275134
1.9865535348883632,60.58300115114459
1.9684438023176527,60.60262459723016
4.881107427389626,59.62833803916996
4.509737410205453,66.48412224149023
6.135367865323544,68.05255639468228
10.94465471113615,59.801232537466966
11.689408992835276,59.96454153009782
13.818219772812188,60.05870544411666
12.920594665122929,60.35187585971908
14.390001095361832,60.46369403833459
15.197296010142225,62.42833448716008
15.678081315272687,62.261216226826534
15.449832271590624,62.55265235824268
15.546342181256573,62.54432686970606
16.414245150738324,59.92201556977182
17.196580951965153,60.10463479870098
19.07387482950348,59.456509265017864
